Geneid	./SRR15174659	./SRR15174661	./SRR15174663	./SRR15174670	./SRR15174671	./SRR15174672
AF52_03625	2961	2071	2287	4908	4471	5759
AF52_03626	1134	1011	934	2000	1960	2827
AF52_03627	1702	1281	1473	2408	2187	4213
AF52_03628	1304	598	785	1622	1513	2904
AF52_03629	251	148	233	214	161	266
AF52_03630	56	34	54	29	59	175
AF52_03631	2	21	62	41	40	109
AF52_03632	20	10	38	125	72	135
AF52_03633	14	0	0	233	131	197
AF52_03634	111	79	120	4131	3592	5509
AF52_03635	335	134	255	5765	4749	7116
AF52_03636	270	303	150	1432	1278	1693
AF52_03637	419	295	339	1698	1713	2204
AF52_03638	366	269	245	738	622	1087
AF52_03639	584	318	581	1346	1102	1381
AF52_03640	157	95	187	235	145	300
AF52_03641	99	83	62	286	205	402
AF52_03642	286	101	221	386	317	486
AF52_03643	159	59	123	175	152	206
AF52_03644	1049	349	600	1814	1587	2207
AF52_03645	1229	748	1168	4670	3687	5922
AF52_03646	178	150	230	568	631	641
AF52_03647	268	133	245	336	224	368
AF52_03648	849	431	607	1111	880	1769
AF52_03649	171	14	22	103	107	202
AF52_03650	34	8	32	69	74	156
AF52_03651	147	36	99	140	133	250
AF52_03652	27	12	33	108	12	116
AF52_03653	1011	497	772	1283	1151	1743
AF52_03654	1048	467	787	1348	1163	1741
AF52_03655	104	29	33	72	70	59
AF52_03656	1161	706	1085	2897	3380	5354
AF52_03657	1757	851	1341	2637	2142	3364
AF52_03658	2446	1927	2681	3467	3448	4960
AF52_03659	146	65	124	174	165	229
AF52_03660	230	107	198	355	296	438
AF52_03661	113	51	102	98	262	265
AF52_03662	68	38	40	70	129	115
AF52_03663	11	32	16	113	254	250
AF52_03664	129	68	123	333	160	257
AF52_03665	77	25	124	82	159	167
AF52_03666	30	22	21	183	28	158
AF52_03667	27	15	25	62	55	13
AF52_03668	69	26	54	47	78	177
AF52_03669	24	26	42	79	77	170
AF52_03670	1010	458	841	1397	1132	1757
AF52_03671	27	22	12	200	57	49
AF52_03672	72	28	27	151	45	90
AF52_03673	16	44	32	18	51	106
AF52_03674	32	67	48	158	110	250
AF52_03675	158	167	146	381	310	607
AF52_03676	21	16	29	201	215	220
AF52_03677	96	67	137	626	302	657
AF52_03678	170	24	85	354	276	439
AF52_03679	85	6	27	211	187	236
AF52_03680	251	147	129	460	241	860
AF52_03681	382	256	483	700	780	947
AF52_03682	54	6	27	35	22	81
AF52_03683	61	0	116	21	28	42
AF52_03684	32	85	26	43	37	98
AF52_03685	112	12	29	37	20	143
AF52_03686	128	9	121	129	37	70
AF52_03687	2015	987	1450	1220	1485	1512
AF52_03688	600	491	480	919	634	1072
AF52_03689	425	148	433	632	534	855
AF52_03690	1635	627	1148	8900	6887	10631
AF52_03691	512	242	680	826	630	816
AF52_03692	303	124	254	333	325	333
AF52_03693	617	448	631	302	302	490
AF52_03694	2211	1391	2483	2375	2297	4030
AF52_03695	198	237	127	492	356	646
AF52_03696	164	87	155	358	260	403
AF52_03697	229	13	118	2666	1979	3626
AF52_03698	513	198	575	3699	2579	4314
AF52_03699	504	434	525	928	946	1568
AF52_03700	1219	591	1010	2122	1850	2275
AF52_03701	1847	609	1495	1159	1273	2328
AF52_03702	1889	921	1847	3083	2621	4782
AF52_03703	761	502	869	717	885	1013
AF52_03704	554	271	598	506	657	640
AF52_03705	707	312	402	529	531	914
AF52_03706	2202	1191	1998	1564	1729	1964
AF52_03707	2783	1350	2736	3736	3691	5008
AF52_03708	591	385	392	693	698	883
AF52_03709	1633	1312	1277	909	975	1244
AF52_03710	500	327	420	682	504	1078
AF52_03711	413	115	201	379	442	572
AF52_03712	905	489	543	1218	966	1410
AF52_03713	5711	3631	5540	6790	6512	7033
AF52_03714	3087	1543	2757	1398	1584	2296
AF52_03715	1964	1080	1657	602	402	711
AF52_03716	914	402	842	416	302	660
AF52_03717	40	22	43	73	105	63
AF52_03718	5	4	36	143	44	99
AF52_03719	58	50	66	293	218	174
AF52_03720	52	23	84	288	267	286
AF52_03721	64	8	53	62	144	61
AF52_03722	962	470	798	1307	1118	1805
AF52_03723	434	167	449	1283	974	1485
AF52_03724	1017	453	870	1360	1129	1753
AF52_03725	2	13	5	18	116	107
AF52_03726	0	10	4	23	52	93
AF52_03727	28	14	77	97	98	205
AF52_03728	1059	481	779	1323	1141	1737
AF52_03729	828	315	573	1638	1428	1400
AF52_03730	7839	5361	6919	11461	10281	15022
AF52_03731	5613	2528	3933	8342	6882	11562
AF52_03732	994	693	947	817	616	610
AF52_03733	432	155	448	1001	720	1598
AF52_03734	787	450	875	1921	1801	2590
AF52_03735	2216	1163	1849	1889	1420	2512
AF52_03736	1506	1058	1495	475	636	473
AF52_03737	2843	1229	2105	2657	2326	3960
AF52_03738	467	185	340	3145	2034	4206
AF52_03739	121	126	126	1282	905	1457
AF52_03740	1539	803	1242	796	497	1062
AF52_03741	329	263	462	514	442	675
AF52_03742	3615	2123	3674	3302	3437	6173
AF52_03743	2468	1250	2010	1678	1593	2144
AF52_03744	7682	4555	6075	18629	14885	26735
AF52_03745	6895	3939	5776	19731	17357	28775
AF52_03746	431	193	415	730	765	1051
AF52_03747	7053	3673	6269	5121	3903	6709
AF52_03748	1764	1291	1730	2261	1585	2061
AF52_03749	970	544	864	634	739	1212
AF52_03750	2835	1963	2945	639	562	880
AF52_03751	4127	2061	3588	767	581	1110
AF52_03752	2472	1790	2204	700	783	982
AF52_03753	2559	1582	2247	2033	2418	3406
AF52_03754	2112	1195	1707	546	572	788
AF52_03755	1889	1071	1638	338	400	561
AF52_03756	2226	1114	2004	482	391	459
AF52_03757	1011	496	798	1364	1161	1743
AF52_03758	141	8	102	688	594	1042
AF52_03759	53	26	42	115	123	146
AF52_03760	919	466	774	1245	1076	1753
AF52_03761	85	23	47	137	171	274
AF52_03762	9	3	37	58	105	64
AF52_03763	79	19	83	88	21	55
AF52_03764	1010	440	828	1286	1183	1819
AF52_03765	47	27	17	137	148	89
AF52_03766	490	192	292	293	297	343
AF52_03767	5773	3266	4724	6806	5677	9582
AF52_03768	2446	1318	2108	2314	2528	3881
AF52_03769	387	233	398	662	349	1001
AF52_03770	1139	604	624	1574	1051	1532
AF52_03771	1779	1045	1218	2917	2385	3333
AF52_03772	201	72	163	510	429	589
AF52_03773	13	0	39	236	275	350
AF52_03774	39	70	63	186	142	212
AF52_03775	29	6	12	54	37	169
AF52_03776	19	32	74	144	99	100
AF52_03777	3	62	74	30	77	173
AF52_03778	155	111	280	390	351	517
AF52_03779	283	197	120	238	342	279
AF52_03780	705	434	539	964	823	1502
AF52_03781	2874	1691	2508	2393	2163	2804
AF52_03782	710	735	1074	2234	1910	3162
AF52_03783	1181	702	774	1780	1391	2174
AF52_03784	93	71	86	199	116	226
AF52_03785	62	42	109	329	53	339
AF52_03786	454	174	254	790	877	1159
AF52_03787	1179	632	686	726	740	839
AF52_03788	101	106	125	64	86	75
AF52_03789	2804	2243	2369	2219	2309	2951
AF52_03790	55067	31066	43445	23603	28892	27546
AF52_03791	76	48	93	149	217	184
AF52_03792	13090	6991	10546	7333	6555	10433
AF52_03793	11558	7124	10534	2199	1643	3522
AF52_03794	5430	3177	4885	1324	998	1366
AF52_03795	241	147	114	956	944	1448
AF52_03796	1391	629	939	2939	2186	3433
AF52_03797	31924	20418	26551	55441	46850	64745
AF52_03798	29989	19873	24344	51807	60955	61597
AF52_03799	1054	575	922	726	925	1185
AF52_03800	1207	689	1123	1615	1481	1913
AF52_03801	1495	937	1236	3437	2971	4780
AF52_03802	332	194	434	1903	1859	2748
AF52_03803	412	227	159	2625	2357	3278
AF52_03804	1798	906	1345	2055	2135	3209
AF52_03805	467	329	370	101	72	117
AF52_03806	289	415	498	71	115	137
AF52_03807	172	120	111	53	20	52
AF52_03808	572	360	378	150	186	381
AF52_03809	1237	737	1141	1029	711	1219
AF52_03810	836	222	847	957	733	1211
AF52_03811	116	26	50	451	387	485
AF52_03812	197	66	165	1564	1232	1907
AF52_03813	213	86	252	1545	1224	1958
AF52_03814	39159	24603	38270	3906	3982	6201
AF52_03815	52461	29345	47028	16155	15327	23414
AF52_03816	124452	82919	116567	135193	122284	180315
AF52_03817	33302	20366	29097	50605	46904	71197
AF52_03818	26962	16357	25133	47117	47748	71948
AF52_03819	21565	15197	19563	61681	59571	94302
AF52_03820	8089	4448	7005	8401	7232	9942
AF52_03821	4206	2668	3289	3897	3176	4988
AF52_03822	67758	40282	57498	56850	49909	84933
AF52_03823	17893	10082	15163	12663	11109	16374
AF52_03824	18736	10713	15379	12897	11498	13776
AF52_03825	13237	8847	10800	9389	8644	9496
AF52_03826	5147	4396	4364	4549	4072	4589
AF52_03827	2590	1474	2131	952	948	1498
AF52_03828	1453	817	1161	393	476	556
AF52_03829	1888	827	1615	1805	1639	2602
AF52_03830	74	88	64	49	74	63
AF52_03831	2866	2419	2560	2242	2420	3157
AF52_03832	12276	9505	12079	10236	10291	11860
AF52_03833	14216	9887	14144	8872	7635	11617
AF52_03834	1344	810	1102	531	628	732
AF52_03835	4488	1919	3641	3401	2920	5136
AF52_03836	1467	845	1428	1325	1574	1677
AF52_03837	1949	1109	1567	2983	2542	4243
AF52_03838	415	182	231	6478	4861	9132
AF52_03839	2028	1251	2143	1727	1614	2431
AF52_03840	3549	2295	2462	1559	1500	2390
AF52_03841	5741	3514	5698	6381	5711	8533
AF52_03842	2090	1392	2102	3237	2407	4312
AF52_03843	2750	1518	2273	1740	1977	2934
AF52_03844	6721	3558	5486	2677	2044	3774
AF52_03845	3133	1974	2468	6463	4987	7512
AF52_03846	687	239	609	2002	1687	2055
AF52_03847	5171	2822	4511	3544	3669	4752
AF52_03848	2098	1539	1673	1429	1618	1605
AF52_03849	1887	1213	1508	1416	1855	2360
AF52_03850	950	413	735	1910	1939	2251
AF52_03851	1922	1387	1587	5954	4417	7030
AF52_03852	724	515	829	580	913	1210
AF52_03853	299	325	359	565	565	549
AF52_03854	1258	763	1117	944	518	1002
AF52_03855	1338	868	946	959	657	1076
AF52_03856	1740	1029	1543	2459	1595	2848
AF52_03857	1920	1455	1999	3629	3188	4454
AF52_03858	302	123	263	874	750	1186
AF52_03859	820	353	509	561	736	1089
AF52_03860	1228	792	1044	1950	1496	2577
AF52_03861	2339	1142	1798	2552	1661	3411
AF52_03862	1162	784	1078	2199	1683	2470
AF52_03863	590	313	524	9632	8802	10770
AF52_03864	2045	1280	1669	5401	4278	6776
AF52_03865	2965	1957	2304	10033	8618	12818
AF52_03866	4485	2541	4494	5762	4322	7347
AF52_03867	1318	668	1275	481	347	463
AF52_03868	2030	1262	1920	998	608	1047
AF52_03869	1039	741	1414	1283	938	1671
AF52_03870	1850	1281	1613	2287	2028	2490
AF52_03871	712	476	652	855	1001	1343
AF52_03872	2293	1036	1740	1530	1495	1967
AF52_03873	22151	11532	18101	14419	12676	21385
AF52_03874	1708	1090	1393	1981	1993	2812
AF52_03875	1410	929	1585	1507	1235	2169
AF52_03876	2178	1504	1784	2225	1794	2782
AF52_03877	8065	4091	5993	2657	2123	3179
AF52_03878	38335	21567	40224	25142	20850	28120
AF52_03879	43813	31002	44951	35114	28688	42236
AF52_03880	26177	17810	23691	26706	23556	28876
AF52_03881	13250	6774	11282	11810	11451	12650
AF52_03882	2819	1420	2525	3703	3009	4707
AF52_03883	2279	1003	2051	333	315	450
AF52_03884	2341	1672	2750	286	322	511
AF52_03885	2081	963	1998	390	387	370
AF52_03886	2139	1307	2411	447	439	413
AF52_03887	2325	1245	2005	460	446	659
AF52_03888	2489	1443	2056	511	375	558
AF52_03889	2135	1473	1482	570	417	780
AF52_03890	2288	1248	2038	382	312	298
AF52_03891	3941	1842	2966	712	476	834
AF52_03892	2921	1411	2028	688	379	975
AF52_03893	3387	1969	2926	813	1017	1124
AF52_03894	3693	2259	3158	3970	3109	4758
AF52_03895	32816	14630	26713	25945	20273	34520
AF52_03896	8194	7564	6976	15761	14792	22170
AF52_03897	9074	5213	6794	7859	7713	11919
AF52_03898	9816	4510	8354	1361	1196	1527
AF52_03899	4138	1623	2581	154	106	208
AF52_03900	222	175	308	169	358	212
AF52_03901	1411	649	926	236	211	421
AF52_03902	1866	1102	1826	1618	1319	2007
AF52_03903	434	150	257	577	249	371
AF52_03904	1518	835	1124	1109	1165	1433
AF52_03905	2449	1055	1994	926	1072	1359
AF52_03906	666	402	649	1712	1410	2288
AF52_03907	1475	805	1360	1721	1485	2315
AF52_03908	1133	583	1089	1590	1157	1858
AF52_03909	878	586	719	1652	1466	2065
AF52_03910	134	83	82	233	245	437
AF52_03911	1031	313	677	10459	8334	13958
AF52_03912	741	385	490	407	493	714
AF52_03913	794	505	468	948	935	1025
AF52_03914	7875	3986	5732	6373	5599	7963
AF52_03915	10086	7402	9140	8032	7499	9218
AF52_03916	14632	12429	14140	13409	15549	17380
AF52_03917	289	324	237	203	196	346
AF52_03918	12012	9195	11456	10095	9929	11588
AF52_03919	14051	9497	13812	8679	7569	11119
AF52_03920	2311	1882	2096	2024	1915	2513
AF52_03921	3378	2175	2428	3048	2769	3983
AF52_03922	1985	1220	1637	3892	3201	4656
AF52_03923	2097	1152	1554	3304	2140	4053
AF52_03924	910	663	821	4330	3331	4921
AF52_03925	2384	1140	1818	3341	3186	3833
AF52_03926	10391	5716	9359	21252	19322	31811
AF52_03927	10616	5434	8877	13367	12647	19080
AF52_03928	862	386	851	1210	980	1146
AF52_03929	375	179	328	500	619	547
AF52_03930	697	324	475	690	915	1052
AF52_03931	935	479	878	828	781	1543
AF52_03932	6021	3324	5400	3687	3572	4870
AF52_03933	1080	534	746	473	424	890
AF52_03934	677	341	728	1657	1300	1955
AF52_03935	81	30	191	347	229	504
AF52_03936	952	579	1090	2008	2516	2588
AF52_03937	491	273	409	859	776	1135
AF52_03938	529	387	465	1256	1059	1797
AF52_03939	133	187	168	447	394	609
AF52_03940	78	21	47	210	141	383
AF52_03941	158	62	242	520	421	669
AF52_03942	1122	479	814	1377	1099	1737
AF52_03943	1473	595	1504	1194	868	1297
AF52_03944	1873	1644	2098	2828	2136	3289
AF52_03945	770	660	772	1127	1072	1665
AF52_03946	1189	879	1077	2096	1972	3026
AF52_03947	20660	11933	22056	42793	37385	64518
AF52_03948	3019	1765	2651	3901	2780	4721
AF52_03949	1640	927	1478	3182	2987	4660
AF52_03950	4037	2211	2931	4114	3395	6049
AF52_03951	1254	915	1091	9189	9423	13765
AF52_03952	5976	3650	4408	12415	12828	18409
AF52_03953	912	413	720	2107	1809	3108
AF52_03954	1956	1261	1580	5585	5071	8026
AF52_03955	4016	2928	4050	7301	6759	10467
AF52_03956	7375	3965	6560	5761	4486	6407
AF52_03957	219274	117039	204197	260990	231215	332166
AF52_03958	7328	3756	6400	11445	10492	18963
AF52_03959	11257	6112	9692	9719	8607	13646
AF52_03960	4188	1930	3405	2406	2520	3554
AF52_03961	7573	4939	7715	12140	10928	16429
AF52_03962	518	125	283	728	544	710
AF52_03963	200	115	100	721	368	1058
AF52_03964	125	70	65	319	332	473
AF52_03965	71	59	104	273	111	223
AF52_03966	128	93	18	34	107	109
AF52_03967	242	57	210	456	323	691
AF52_03968	83	174	158	165	178	401
AF52_03969	195	190	195	463	290	554
AF52_03970	47	2	56	235	110	138
AF52_03971	48	68	56	299	338	237
AF52_03972	177	53	237	413	241	553
AF52_03973	284	85	208	214	273	216
AF52_03974	606	300	515	422	661	825
AF52_03975	1018	802	882	8158	7203	11635
AF52_03976	1821	806	1313	2178	1600	2933
AF52_03977	479	200	351	797	746	866
AF52_03978	480	217	383	511	325	377
AF52_03979	303	140	284	285	248	423
AF52_03980	203	117	272	401	239	469
AF52_03981	706	365	396	680	631	1135
AF52_03982	2438	1045	2163	4735	4591	6691
AF52_03983	7297	4391	6552	1741	1756	2467
AF52_03984	2042	1007	1775	332	179	314
AF52_03985	3777	2105	2706	976	826	1442
AF52_03986	6153	3699	5634	1959	1854	2765
AF52_03987	636	396	645	533	824	738
AF52_03988	121	52	144	201	146	231
AF52_03989	1330	688	855	2224	1750	2796
AF52_03990	1249	860	1263	1761	1036	1800
AF52_03991	244	390	316	300	279	552
AF52_03992	728	347	466	980	958	1305
AF52_03993	1030	647	813	1851	1575	2064
AF52_03994	17472	9714	16560	10529	9551	14252
AF52_03995	9600	7312	7730	1128	1115	1571
AF52_03996	3507	2294	2656	811	532	770
AF52_03997	2434	1558	2202	381	389	385
AF52_03998	5128	2614	3683	6875	6363	8079
AF52_03999	894	609	790	1098	1117	1735
AF52_04000	5318	3044	3753	5064	3865	5954
AF52_04001	4514	2329	3608	3259	2516	4724
AF52_04002	4651	2610	3439	1735	1560	2218
AF52_04003	12586	7694	11896	4712	3546	4459
AF52_04004	8417	4054	6444	6776	5903	9843
AF52_04005	365	385	495	1014	930	1512
AF52_04006	252	132	235	428	506	580
AF52_04007	650	311	277	371	219	466
AF52_04008	72	103	60	76	65	67
AF52_04009	2492	2005	2110	2087	2158	2840
AF52_04010	25218	16812	22288	14752	15770	18110
AF52_04011	2876	1980	2488	3369	3367	3167
AF52_04012	9548	7168	7703	21696	21346	28793
AF52_04013	1529	910	1320	1085	1077	1701
AF52_04014	2199	1045	1927	2858	2535	4088
AF52_04015	7015	3782	6538	9557	8736	13735
AF52_04016	3324	1685	2584	4886	5399	6866
AF52_04017	1836	1009	1723	7495	7864	12218
AF52_04018	1611	762	1324	2107	2269	3168
AF52_04019	1377	871	1319	2170	2030	2174
AF52_04020	918	443	705	1079	1104	1568
AF52_04021	2218	891	1675	2414	1908	3077
AF52_04022	1665	888	1359	1482	1315	2090
AF52_04023	838	315	555	341	440	414
AF52_04024	1585	605	928	341	246	642
AF52_04025	2895	1411	2395	2163	1997	3652
AF52_04026	26370	16950	23381	58415	53515	78530
AF52_04027	30552	18856	26881	52650	49308	69845
AF52_04028	17476	11771	16375	26828	24195	35650
AF52_04029	7891	4943	8701	16348	14761	25060
AF52_04030	5018	3448	4402	5219	4696	7745
AF52_04031	2486	1119	1699	2487	2268	3679
AF52_04032	3946	1973	3146	4957	4543	6930
AF52_04033	4299	2826	3218	8857	8642	12602
AF52_04034	1361	577	871	2556	2068	3522
AF52_04035	4556	2444	3473	25756	20951	34031
AF52_04036	5738	3673	5713	19789	15898	24598
AF52_04037	1040	630	906	1422	1249	1941
AF52_04038	1844	838	1571	2980	2494	3812
AF52_04039	4426	2315	3883	4324	3610	7429
AF52_04040	1290	784	1218	2726	2363	3618
AF52_04041	669	237	340	720	732	1082
AF52_04042	246	121	193	539	423	764
AF52_04043	274	166	313	892	828	1430
AF52_04044	648	232	547	1121	996	1528
AF52_04045	635	499	686	1697	1583	2547
AF52_04046	142	70	104	250	273	310
AF52_04047	1022	437	805	1315	1198	1806
AF52_04048	3855	1846	3356	7161	7314	10681
AF52_04049	1337	910	1133	12033	9799	17333
AF52_04050	813	396	709	3251	3619	5645
AF52_04051	256	233	196	7289	5979	9094
AF52_04052	1040	496	784	1344	1157	1667
AF52_04053	990	358	592	754	1471	1316
AF52_04054	897	399	546	1148	2452	3164
AF52_04055	529	241	334	1624	3680	4674
AF52_04056	65	37	16	121	157	181
AF52_04057	200	127	177	516	328	695
AF52_04058	331	168	196	2541	2291	3927
AF52_04059	335	183	391	751	596	953
AF52_04060	1055	493	790	1306	1178	1766
AF52_04061	120	156	95	102	71	197
AF52_04062	720	524	686	1077	1091	1452
AF52_04063	256	86	211	359	294	629
AF52_04064	101	10	106	196	120	184
AF52_04065	23	10	23	242	274	304
AF52_04066	299	118	293	798	958	948
AF52_04067	175	84	202	582	529	924
AF52_04068	706	379	457	2229	2348	2726
AF52_04069	296	241	281	509	367	909
AF52_04070	346	239	189	404	304	333
AF52_04071	630	290	595	505	461	815
AF52_04072	219	110	199	81	93	132
AF52_04073	2470	1502	2366	5122	3991	6072
AF52_04074	912	533	781	1435	904	1946
AF52_04075	1509	692	1255	904	994	1181
AF52_04076	899	268	691	354	286	377
AF52_04077	1737	944	1259	556	362	628
AF52_04078	4064	2361	3593	1062	971	1225
AF52_04079	20523	10271	15562	23384	20559	30667
AF52_04080	717	480	600	626	650	727
AF52_04081	2411	1417	1833	2667	2950	3802
AF52_04082	6336	3879	6220	8180	7977	11732
AF52_04083	15356	7636	12630	14538	12436	19327
AF52_04084	15103	7893	13492	13212	12592	19837
AF52_04085	12291	6599	11382	10892	9527	16202
AF52_04086	10536	5995	10057	10538	10511	15436
AF52_04087	36011	29183	35978	34584	38772	43909
AF52_04088	14849	7937	12452	16733	15582	21272
AF52_04089	12866	7484	10775	10574	9389	13534
AF52_04090	1952	810	1094	5342	4996	6333
AF52_04091	10770	6722	9442	38925	37978	53741
AF52_04092	723	416	621	2747	2354	3473
AF52_04093	10	49	50	153	61	123
AF52_04094	38	34	2	43	17	64
AF52_04095	1	10	0	64	12	29
AF52_04096	27	0	0	17	4	9
AF52_04097	8	40	8	68	2	16
AF52_04098	1583	749	1208	1655	1503	2086
AF52_04099	69	0	16	315	340	574
AF52_04100	268	51	118	625	631	999
AF52_04101	139	1	79	631	509	790
AF52_04102	240	113	227	348	232	331
AF52_04103	139	103	140	593	447	475
AF52_04104	345	161	239	865	766	1125
AF52_04105	718	411	524	748	701	903
AF52_04106	771	521	547	727	640	1034
AF52_04107	63	6	17	180	162	175
AF52_04108	233	98	175	510	349	663
AF52_04109	288	144	331	971	849	1389
AF52_04110	148	54	177	222	317	354
AF52_04111	156	123	99	105	98	131
AF52_04112	343	197	355	505	632	843
AF52_04113	513	159	389	661	770	842
AF52_04114	401	151	211	760	459	894
AF52_04115	112	94	159	538	465	669
AF52_04116	208	152	184	957	669	845
AF52_04117	103	40	26	456	259	732
AF52_04118	61	36	61	276	96	256
AF52_04119	99	52	32	283	252	275
AF52_04120	53	8	62	139	82	361
AF52_04121	9	34	10	42	29	56
AF52_04122	140	37	104	239	250	263
AF52_04123	0	0	8	16	22	39
AF52_04124	14	0	3	6	0	17
AF52_04125	38	32	0	96	36	61
AF52_04126	104	15	20	149	85	173
AF52_04127	0	1	3	14	0	14
AF52_04128	114	41	23	15	43	116
AF52_04129	84	58	202	208	137	93
AF52_04130	623	252	404	677	666	921
AF52_04131	315	112	268	466	363	471
AF52_04132	329	120	293	499	336	970
AF52_04133	65	10	44	144	58	239
AF52_04134	635	204	365	1315	756	1197
AF52_04135	23	38	88	61	108	34
AF52_04136	364	208	386	588	479	966
AF52_04137	5	77	38	129	59	114
AF52_04138	188	78	72	133	138	368
AF52_04139	2824	1655	2641	4747	4457	7006
AF52_04140	1335	584	1064	492	411	791
AF52_04141	865	539	753	235	206	249
AF52_04142	632	329	731	276	145	260
AF52_04143	656	276	670	545	438	485
AF52_04144	424	218	565	396	338	306
AF52_04145	86	112	127	339	275	378
AF52_04146	85	22	86	250	217	708
AF52_04147	726	381	552	898	735	1178
AF52_04148	126	84	83	173	132	312
AF52_04149	371	217	285	804	572	1000
AF52_04150	89	10	69	93	84	237
AF52_04151	62	73	51	32	2	64
AF52_04152	121	14	94	107	86	168
AF52_04153	226	97	238	307	162	351
AF52_04154	2867	1805	2793	2915	2814	4568
AF52_04155	1040	634	678	1340	1272	1335
AF52_04156	73	25	67	137	72	207
AF52_04157	144	114	165	385	266	409
AF52_04158	292	94	205	409	393	588
AF52_04159	809	490	714	880	950	1519
AF52_04160	1408	831	1122	2061	1797	2493
AF52_04161	687	550	557	770	732	1126
AF52_04162	422	211	414	422	274	458
AF52_04163	5874	3897	5672	3572	3885	4780
AF52_04164	6491	4259	5824	4455	4859	6739
AF52_04165	1649	794	1474	817	636	1212
AF52_04166	2026	1046	1642	1796	1403	2349
AF52_04167	2645	1753	2518	2604	1698	2998
AF52_04168	948	473	580	480	447	858
AF52_04169	3287	1889	2928	2611	2463	3824
AF52_04170	1815	1028	1309	1115	1377	1730
AF52_04171	689	359	510	339	278	587
AF52_04172	680	220	467	369	313	622
AF52_04173	726	322	529	271	247	482
AF52_04174	225	135	218	65	84	139
AF52_04175	476	190	470	637	532	880
AF52_04176	2388	1360	2062	2223	1992	3942
AF52_04177	1141	676	1015	363	217	369
AF52_04178	696	509	689	624	575	753
AF52_04179	1072	403	465	531	223	793
AF52_04180	1773	1178	2107	2342	2144	3753
AF52_04181	2677	1244	2419	2915	2786	4213
AF52_04182	1084	380	955	4544	4033	6181
AF52_04183	34691	26110	32182	10834	9951	14941
AF52_04184	20103	11527	15163	17625	16102	22601
AF52_04185	1092	643	714	409	253	462
AF52_04186	2830	1835	2246	2947	2790	3710
AF52_04187	1507	981	1430	3566	2994	5006
AF52_04188	1191	602	981	1405	1088	1604
AF52_04189	472	220	264	268	120	265
AF52_04190	178	18	78	353	276	233
AF52_04191	230	72	171	370	369	799
AF52_04192	125	125	105	526	449	573
AF52_04193	2228	820	1645	2261	2106	2906
AF52_04194	2856	1804	2541	3013	2402	3296
AF52_04195	1845	1068	1673	2885	2606	4673
AF52_04196	2098	1110	1758	3391	2254	3758
AF52_04197	1309	913	1146	1694	1535	2227
AF52_04198	4154	1956	3238	4600	4587	6268
AF52_04199	8522	4241	5967	34111	25708	43645
AF52_04200	4767	2902	4486	1776	1772	2878
AF52_04201	1244	623	984	177	222	413
AF52_04202	215	37	106	128	43	40
AF52_04203	93	12	88	217	165	258
AF52_04204	43	2	20	109	51	168
AF52_04205	44	4	0	79	16	59
AF52_04206	6	8	6	7	0	24
AF52_04207	8	6	16	73	100	47
AF52_04208	11	12	16	38	34	72
AF52_04209	22	22	56	56	14	102
AF52_04210	161	80	73	204	66	189
AF52_04211	290	121	252	531	438	864
AF52_04212	645	447	774	1591	1211	1868
AF52_04213	399	171	325	600	577	1117
AF52_04214	41	5	17	80	79	117
AF52_04215	0	0	36	98	64	148
AF52_04216	151	59	73	160	140	218
AF52_04217	128	69	165	329	227	326
AF52_04218	151	82	132	273	174	415
AF52_04219	986	660	1053	2004	1533	2587
AF52_04220	2305	1230	2364	3786	3100	5730
AF52_04221	750	509	853	1818	1583	1825
AF52_04222	2923	1925	2982	6036	5846	7950
AF52_04223	2567	1536	2680	8312	6846	11165
AF52_04224	2076	874	2007	4174	3313	5054
AF52_04225	1785	931	1991	1700	1212	2392
AF52_04226	2237	1138	2182	2375	2105	3277
AF52_04227	2263	1463	1726	3908	3335	5726
AF52_04228	90938	67170	100188	63004	57625	69939
AF52_04229	2019	1115	1758	1986	1796	2651
AF52_04230	172	36	160	142	168	122
AF52_04231	431	202	253	234	371	372
AF52_04232	296	258	229	345	238	625
AF52_04233	147	74	167	177	201	261
AF52_04234	26	0	27	13	17	86
AF52_04235	61	71	75	36	135	148
AF52_04236	39	85	38	53	7	44
AF52_04237	54	39	38	51	65	44
AF52_04238	100	26	44	128	19	65
AF52_04239	76	58	37	41	6	89
AF52_04240	112	64	142	0	45	32
AF52_04241	48	41	6	32	38	56
AF52_04242	46	36	33	30	51	100
AF52_04243	56	81	21	36	24	28
AF52_04244	51	79	74	9	15	72
AF52_04245	69	53	47	15	6	67
AF52_04246	103	38	139	89	81	165
AF52_04247	142	67	133	265	224	292
AF52_04248	89	10	117	98	274	263
AF52_04249	178	78	169	234	184	341
AF52_04250	475	218	395	716	620	885
AF52_04251	32	4	61	70	30	34
AF52_04252	132	60	78	158	82	71
AF52_04253	87	32	63	199	150	181
AF52_04254	76	25	20	174	70	42
AF52_04255	20	15	0	9	9	0
AF52_04256	127	53	54	87	180	193
AF52_04257	5	0	4	9	0	12
AF52_04258	6	0	0	27	34	27
AF52_04259	36	26	13	71	128	71
AF52_04260	0	0	42	69	67	55
AF52_04261	13	0	14	65	48	94
AF52_04262	52	0	4	10	9	14
AF52_04263	52	55	35	120	86	138
AF52_04264	245	141	180	369	376	477
AF52_04265	134	60	29	113	31	112
AF52_04266	16	40	42	147	161	179
AF52_04267	19	28	14	48	48	55
AF52_04268	41	13	6	6	18	34
